Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
1024-GUALD,Female,29,Yes,0,4,1,Offer E,No,,,Yes,DSL,29,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-4,24.8,0,0,0,"2,4.8",Churned
1024-KPRBB,Female,63,No,0,0,38,Offer C,Yes,30.09,No,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Mailed Check,89.1,3342,0,90,1143.42,"4,575.42",Stayed
1024-VRZHF,Male,39,Yes,0,1,11,Offer D,Yes,21.58,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-7,825.7,0,0,237.38,"1,063.08",Churned
1025-FALIX,Female,49,No,0,0,26,None,Yes,37.51,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,1815.65,0,0,975.26,"2,790.91",Stayed
1027-LKKQQ,Female,35,Yes,3,3,72,None,Yes,12.96,No,Yes,DSL,56,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,5886.85,0,0,933.12,"6,819.97",Stayed
1028-FFNJK,Male,79,Yes,0,1,30,Offer C,Yes,48.02,Yes,Yes,Fiber Optic,24,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,2917.65,0,0,1440.6,"4,358.25",Stayed
1031-IIDEO,Female,51,No,0,0,1,Offer E,Yes,27.05,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.85,70.85,0,0,27.05,"9,7.9",Churned
1035-IPQPU,Female,77,Yes,0,2,63,None,Yes,18.14,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,6479.4,0,0,1142.82,"7,622.22",Stayed
1036-GUDCL,Male,59,Yes,3,1,60,None,Yes,39.76,No,Yes,DSL,76,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,-9,4663.4,0,0,2385.6,"7,049",Stayed
1038-RQOST,Male,43,Yes,2,6,19,Offer D,Yes,4.7,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.6,414.95,0,0,89.3,"5,04.25",Stayed
1038-ZAGBI,Female,59,Yes,0,1,12,None,Yes,37.65,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,19.8,229.6,0,0,451.8,"6,81.4",Churned
1042-HFUCW,Female,37,No,1,0,25,Offer C,Yes,39.9,No,Yes,DSL,27,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.75,1266.35,15.76,0,997.5,"2,248.09",Stayed
1043-UXOVO,Female,25,No,0,0,71,Offer A,Yes,28.4,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.15,7993.3,0,0,2016.4,"1,0009.7",Stayed
1043-YCUTE,Male,19,Yes,0,1,56,Offer B,Yes,13.2,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,25.15,1327.15,0,0,739.2,"2,066.35",Churned
1045-LTCYT,Female,54,Yes,3,5,8,None,Yes,43.05,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,21.05,139.75,0,0,344.4,"4,84.15",Stayed
1047-NNCBF,Male,56,No,0,0,20,None,Yes,3.8,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.55,1493.55,17.6,0,76,"1,551.95",Stayed
1049-FYSYG,Female,48,Yes,0,5,17,Offer D,No,,,Yes,DSL,23,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.65,646.05,0,0,0,"6,46.05",Stayed
1051-EQPZR,Female,21,Yes,2,1,44,None,Yes,4.17,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.6,780.25,0,0,183.48,"9,63.73",Stayed
1051-GEJLJ,Female,19,No,0,0,2,None,Yes,27.17,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,19.5,27.55,0,0,54.34,"8,1.89",Stayed
1052-QJIBV,Female,28,Yes,2,1,71,Offer A,Yes,20.49,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.9,1397.3,0,0,1454.79,"2,852.09",Stayed
1057-FOGLZ,Female,44,No,0,0,18,Offer D,Yes,18.2,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.65,391.7,0,0,327.6,"7,19.3",Stayed
1061-PNTHC,Female,36,Yes,2,5,56,Offer B,Yes,13.94,Yes,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.6,5953,0,0,780.64,"6,733.64",Stayed
1062-LHZOD,Male,49,Yes,0,0,1,None,Yes,4.99,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,69.9,69.9,0,0,4.99,"7,4.89",Churned
1064-FBXNK,Male,55,Yes,1,5,1,None,Yes,47.46,No,No,,,,,,,,,,,One Year,No,Credit Card,19.85,19.85,0,0,47.46,"6,7.31",Stayed
1066-JKSGK,Male,29,No,0,0,1,None,Yes,33.58,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.15,20.15,0,0,33.58,"5,3.73",Churned
1069-QJOEE,Male,47,Yes,1,0,25,None,Yes,18.87,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,19.9,505.45,0,0,471.75,"9,77.2",Stayed
1069-XAIEM,Female,68,No,0,0,1,None,Yes,16.37,Yes,Yes,Fiber Optic,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.05,85.05,0,0,16.37,"1,01.42",Churned
1073-XXCZD,Male,54,Yes,0,1,55,None,Yes,12.21,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,25.7,1443.65,0,0,671.55,"2,115.2",Stayed
1074-AMIOH,Female,38,Yes,2,1,53,None,Yes,43.39,No,Yes,Fiber Optic,29,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.25,5935.1,0,0,2299.67,"8,234.77",Stayed
1074-WVEVG,Female,29,Yes,0,6,59,None,Yes,31.43,No,No,,,,,,,,,,,One Year,No,Credit Card,20.35,1267,0,0,1854.37,"3,121.37",Stayed
1075-BGWOH,Male,69,Yes,0,1,16,None,Yes,15.16,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,1587.55,0,0,242.56,"1,830.11",Churned
1077-HUUJM,Female,48,No,1,0,7,Offer E,Yes,28.5,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.05,472.65,0,10,199.5,"6,82.15",Stayed
1078-TDCRN,Female,75,Yes,0,7,3,None,No,,,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.75,82.85,0,0,0,"8,2.85",Stayed
1080-BWSYE,Male,76,Yes,0,0,64,None,Yes,29.43,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.65,1740.8,0,0,1883.52,"3,624.32",Stayed
1084-MNSMJ,Female,63,Yes,0,10,51,Offer B,Yes,33.93,No,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.5,4421.95,0,0,1730.43,"6,152.38",Stayed
1084-UQCHV,Male,35,No,0,0,1,Offer E,Yes,27.97,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-7,69.75,0,0,27.97,"9,7.72",Churned
1086-LXKFY,Female,46,Yes,0,1,1,Offer E,Yes,16.55,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.1,69.1,0,0,16.55,"8,5.65",Churned
1087-GRUYI,Male,62,Yes,0,8,38,Offer C,Yes,6.97,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20.4,743.5,0,0,264.86,"1,008.36",Stayed
1087-UDSIH,Female,38,No,0,0,3,Offer E,Yes,13.28,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.6,59.75,0,0,39.84,"9,9.59",Churned
1090-ESELR,Male,47,Yes,0,8,72,Offer A,Yes,27.25,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,7611.55,0,0,1962,"9,573.55",Stayed
1090-PYKCI,Female,19,Yes,3,1,69,Offer A,Yes,23.02,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Credit Card,105.1,7234.8,0,110,1588.38,"8,933.18",Stayed
1091-SOZGA,Female,27,Yes,0,1,56,None,Yes,42.37,Yes,Yes,Fiber Optic,71,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.8,5515.45,0,0,2372.72,"7,888.17",Stayed
1093-YSWCA,Male,45,No,0,0,11,Offer D,Yes,17.12,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.55,223.15,26.32,0,188.32,"3,85.15",Stayed
1095-JUDTC,Female,78,No,0,0,47,None,Yes,14.22,Yes,Yes,Fiber Optic,11,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,4504.55,0,0,668.34,"5,172.89",Churned
1096-ADRUX,Female,34,Yes,1,1,66,None,Yes,37.84,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,74.25,4859.25,0,0,2497.44,"7,356.69",Stayed
1097-FSPVW,Female,42,No,0,0,42,Offer B,Yes,32.16,No,Yes,DSL,8,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.55,2455.05,0,0,1350.72,"3,805.77",Stayed
1098-KFQEC,Female,24,Yes,2,8,55,None,Yes,27.75,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.4,1083,0,0,1526.25,"2,609.25",Stayed
1099-BTKWT,Female,58,Yes,0,8,68,Offer A,No,,,Yes,DSL,11,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,54.4,3723.65,25.62,0,0,"3,698.03",Stayed
1099-GODLO,Female,62,Yes,3,9,1,None,Yes,30.09,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.35,20.35,0,0,30.09,"5,0.44",Stayed
1100-DDVRV,Male,27,Yes,0,1,17,None,No,,,Yes,DSL,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,49.8,836.35,0,0,0,"8,36.35",Stayed
1101-SSWAG,Female,60,Yes,0,1,15,None,Yes,31.13,Yes,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.1,711.15,0,0,466.95,"1,178.1",Stayed
1104-TNLZA,Male,67,Yes,0,8,28,Offer C,Yes,24.35,Yes,Yes,Fiber Optic,15,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.8,2998,0,0,681.8,"3,679.8",Stayed
1106-HRLKZ,Male,21,Yes,1,9,40,Offer B,Yes,22.96,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.6,808.95,0,0,918.4,"1,727.35",Stayed
1110-KYLGQ,Female,46,No,0,0,63,None,Yes,5.17,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,108.25,6780.1,0,0,325.71,"7,105.81",Stayed
1112-CUNAO,Female,67,No,0,0,15,Offer D,Yes,4.28,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,1424.95,0,0,64.2,"1,489.15",Churned
1113-IUJYX,Female,59,Yes,0,3,14,None,Yes,5.63,No,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.95,1348.9,0,0,78.82,"1,427.72",Churned
1114-CENIM,Male,43,No,2,0,54,None,Yes,6.7,Yes,Yes,Cable,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55,3092.65,0,0,361.8,"3,454.45",Churned
1116-DXXDF,Male,38,No,0,0,39,None,Yes,37.94,No,Yes,Fiber Optic,19,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.45,3801.7,0,0,1479.66,"5,281.36",Stayed
1116-FRYVH,Female,29,Yes,3,5,48,None,No,,,Yes,DSL,52,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,39.4,1978.65,0,130,0,"2,108.65",Stayed
1120-BMWUB,Female,36,No,0,0,16,Offer D,Yes,6.86,No,Yes,DSL,8,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,53.9,834.15,0,40,109.76,"9,83.91",Churned
1122-JWTJW,Male,64,Yes,2,1,1,None,Yes,37.68,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.65,70.65,0,0,37.68,"1,08.33",Churned
1122-YJBCS,Male,36,Yes,0,7,69,Offer A,Yes,14.18,No,Yes,DSL,16,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,53.65,3804.4,0,0,978.42,"4,782.82",Stayed
1125-SNVCK,Female,78,No,0,0,49,None,Yes,35.65,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,43.8,2106.05,20.45,0,1746.85,"3,832.45",Stayed
1131-ALZWV,Female,58,No,0,0,24,Offer C,Yes,42.66,Yes,No,,,,,,,,,,,One Year,No,Bank Withdrawal,24.6,605.25,0,0,1023.84,"1,629.09",Stayed
1131-QQZEB,Male,66,Yes,0,7,71,Offer A,Yes,30.72,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,23.95,1756.2,0,0,2181.12,"3,937.32",Stayed
1131-SUEKT,Male,41,Yes,1,4,61,Offer B,Yes,41.57,No,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.45,6145.2,0,0,2535.77,"8,680.97",Stayed
1135-HIORI,Female,48,Yes,3,3,64,Offer B,Yes,39.37,Yes,Yes,Fiber Optic,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.45,7266.95,0,0,2519.68,"9,786.63",Stayed
1135-LMECX,Female,47,No,0,0,1,None,Yes,16.47,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.85,19.85,0,0,16.47,"3,6.32",Stayed
1137-DGOWI,Female,53,Yes,0,7,30,None,Yes,17.33,No,Yes,DSL,13,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,70.25,2198.9,0,0,519.9,"2,718.8",Stayed
1139-WUOAH,Male,33,No,0,0,57,None,No,,,Yes,DSL,28,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,53.35,3090.05,0,100,0,"3,190.05",Stayed
1140-UKVZG,Female,64,No,0,0,17,Offer D,Yes,9.84,Yes,No,,,,,,,,,,,Month-to-Month,No,Credit Card,24.8,475.25,37.06,0,167.28,"6,05.47",Stayed
1142-WACZW,Male,64,No,0,0,2,None,No,,,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.85,75.6,0,0,0,"7,5.6",Churned
1143-NMNQJ,Female,39,No,0,0,2,None,Yes,14.07,Yes,Yes,Fiber Optic,6,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,169.8,0,0,28.14,"1,97.94",Churned
1150-WFARN,Female,59,Yes,0,1,67,None,Yes,32.15,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.75,7156.2,0,0,2154.05,"9,310.25",Churned
1153-GNOLC,Male,62,No,0,0,33,None,No,,,Yes,DSL,30,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,39.1,1309,0,0,0,"1,309",Stayed
1154-HYWWO,Male,55,No,0,0,38,Offer C,Yes,42.24,No,Yes,DSL,22,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.6,2708.2,0,0,1605.12,"4,313.32",Stayed
1156-ZFYDO,Female,57,No,0,0,1,None,Yes,37.62,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0,0,37.62,"5,7.37",Stayed
1157-BQCUW,Male,59,No,0,0,1,Offer E,Yes,30.07,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,74.95,0,0,30.07,"1,05.02",Churned
1159-WFSGR,Female,59,Yes,2,3,16,Offer D,Yes,45.54,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.4,321.4,0,0,728.64,"1,050.04",Stayed
1163-ONYEY,Male,61,Yes,2,4,41,Offer B,Yes,28.55,Yes,Yes,Cable,20,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,74.55,3023.55,0,0,1170.55,"4,194.1",Stayed
1163-VIPRI,Female,22,Yes,2,4,65,Offer B,Yes,13.25,Yes,Yes,Fiber Optic,47,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.3,7337.55,0,0,861.25,"8,198.8",Stayed
1166-PQLGG,Female,58,Yes,1,6,72,None,Yes,17.33,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.55,1463.45,0,0,1247.76,"2,711.21",Stayed
1167-OYZJF,Female,65,Yes,0,7,67,None,Yes,49.94,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.05,1263.05,43.66,0,3345.98,"4,565.37",Stayed
1169-SAOCL,Male,45,No,0,0,49,None,Yes,22.52,Yes,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.65,5168.1,0,130,1103.48,"6,401.58",Stayed
1170-SASML,Female,33,Yes,0,6,69,Offer A,Yes,34.49,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.4,5869.4,0,0,2379.81,"8,249.21",Stayed
1171-TYKUR,Male,20,Yes,0,1,47,None,Yes,10.07,Yes,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,25.4,1139.2,0,0,473.29,"1,612.49",Stayed
1173-NOEYG,Female,25,Yes,0,1,27,None,Yes,18.74,Yes,Yes,Fiber Optic,59,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.15,2423.4,0,0,505.98,"2,929.38",Stayed
1173-XZPYF,Female,60,No,0,0,11,Offer D,Yes,10.95,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,990.3,0,0,120.45,"1,110.75",Stayed
1174-FGIFN,Female,44,Yes,1,7,28,Offer C,Yes,26.28,Yes,Yes,Fiber Optic,19,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.45,2509.25,0,0,735.84,"3,245.09",Stayed
1177-XZBJL,Male,35,Yes,2,1,53,Offer B,Yes,37.57,Yes,Yes,DSL,15,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,64.15,3491.55,0,0,1991.21,"5,482.76",Stayed
1178-PZGAB,Female,45,No,0,0,19,None,Yes,18.57,No,No,,,,,,,,,,,One Year,No,Credit Card,20.25,383.65,0,0,352.83,"7,36.48",Stayed
1179-INLAT,Male,33,No,0,0,3,None,Yes,2.78,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.45,69.25,0,0,8.34,"7,7.59",Stayed
1183-CANVH,Female,55,Yes,0,5,23,Offer D,Yes,1.39,No,Yes,DSL,18,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,60,1347.15,0,0,31.97,"1,379.12",Stayed
1184-PJVDB,Male,38,Yes,0,1,10,None,Yes,11.3,No,Yes,Fiber Optic,4,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,857.2,0,0,113,"9,70.2",Churned
1187-WILMM,Male,39,Yes,0,6,63,None,Yes,44.55,Yes,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.4,5597.65,0,0,2806.65,"8,404.3",Stayed
1193-RTSLK,Female,26,No,0,0,38,None,Yes,36.18,No,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,83.9,3233.6,0,0,1374.84,"4,608.44",Churned
1194-BHJYC,Male,22,Yes,0,1,61,Offer B,No,,,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,62.15,3778.85,0,0,0,"3,778.85",Stayed
1194-HVAIF,Female,21,Yes,0,1,27,Offer C,Yes,18.42,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95,2462.55,0,0,497.34,"2,959.89",Stayed
1194-SPVSP,Male,20,No,0,0,1,None,Yes,27.88,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.65,19.65,0,0,27.88,"4,7.53",Stayed
1195-OIYEJ,Male,54,No,0,0,13,Offer D,Yes,5.43,No,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.1,1135.7,0,80,70.59,"1,286.29",Churned
1196-AMORA,Male,63,No,0,0,7,None,Yes,38.07,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.6,520,0,0,266.49,"7,86.49",Churned
1197-BVMVG,Female,65,No,0,0,4,None,Yes,4.29,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,294.45,0,0,17.16,"3,11.61",Stayed
1200-TUZHR,Female,70,No,0,0,8,Offer E,Yes,44.63,Yes,Yes,Fiber Optic,29,No,No,No,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,85.2,695.75,0,0,357.04,"1,052.79",Stayed
1202-KKGFU,Female,24,Yes,0,4,12,Offer D,Yes,23.99,No,Yes,DSL,51,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,690.5,0,0,287.88,"9,78.38",Stayed
1205-WNWPJ,Female,54,No,0,0,7,Offer E,Yes,2.24,No,Yes,DSL,22,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.5,415.95,0,0,15.68,"4,31.63",Churned
1206-EHBDD,Female,56,Yes,0,9,56,Offer B,Yes,4.24,No,Yes,Fiber Optic,15,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,80.3,4513.65,0,0,237.44,"4,751.09",Stayed
1207-BLKSA,Female,42,Yes,2,1,52,None,Yes,19.21,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,23.05,1255.1,0,0,998.92,"2,254.02",Stayed
1208-DNHLN,Male,60,Yes,0,1,23,None,Yes,5.8,Yes,Yes,DSL,12,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,48.35,1067.15,0,0,133.4,"1,200.55",Churned
1212-GLHMD,Male,54,No,0,0,3,Offer E,Yes,18.26,No,Yes,Fiber Optic,29,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,86.05,244.85,0,0,54.78,"2,99.63",Stayed
1215-EXRMO,Male,32,Yes,0,4,50,None,Yes,46.91,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.55,1067.65,0,0,2345.5,"3,413.15",Stayed
1215-FIGMP,Male,27,No,0,0,60,Offer B,Yes,42.88,Yes,Yes,Fiber Optic,52,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,5450.7,0,0,2572.8,"8,023.5",Stayed
1216-JWVUX,Male,51,Yes,3,4,25,None,Yes,4.46,No,Yes,Fiber Optic,58,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,1901.05,0,0,111.5,"2,012.55",Stayed
1219-NNDDO,Female,51,No,0,0,9,Offer E,Yes,42.41,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.85,663.55,0,0,381.69,"1,045.24",Stayed
1221-GHZEP,Female,45,No,0,0,62,None,Yes,23.18,No,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.1,3846.75,0,0,1437.16,"5,283.91",Stayed
1226-IENZN,Male,68,No,0,0,16,Offer D,Yes,39.52,No,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.75,1218.25,0,0,632.32,"1,850.57",Stayed
1226-UDFZR,Female,26,No,0,0,2,Offer E,Yes,21.28,No,Yes,Cable,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.6,114.7,0,0,42.56,"1,57.26",Churned
1227-UDMZR,Female,53,Yes,0,4,72,None,Yes,2.95,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,91.15,6637.9,0,0,212.4,"6,850.3",Stayed
1228-FZFRV,Male,37,Yes,0,0,50,None,Yes,20.88,Yes,Yes,Fiber Optic,13,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,105.95,5341.8,0,0,1044,"6,385.8",Churned
1228-ZLNBX,Male,25,No,0,0,21,None,Yes,3.26,Yes,Yes,Fiber Optic,51,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.3,1570.7,0,0,68.46,"1,639.16",Stayed
1230-QAJDW,Male,32,No,0,0,3,None,Yes,42.68,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,65.25,209.9,0,0,128.04,"3,37.94",Stayed
1231-YNDEK,Male,49,No,0,0,58,None,Yes,29.31,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.15,1035.5,28.7,0,1699.98,"2,706.78",Stayed
1236-WFCDV,Male,74,No,0,0,14,None,Yes,11.31,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,90.45,1266.1,0,0,158.34,"1,424.44",Churned
1237-WIYYZ,Female,49,No,0,0,18,Offer D,Yes,10.67,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.55,389.25,0,0,192.06,"5,81.31",Stayed
